"order_id","sum"
CA-2016-104738,63.2508000000000000
CA-2019-161102,26.7288000000000000
CA-2017-149993,3.5970000000000000
CA-2017-105844,23.8080000000000000
CA-2017-111206,176.7864000000000000
CA-2017-162782,1270.9900000000000000
CA-2017-164623,11.5432000000000000
US-2019-152569,22.6126000000000000
CA-2019-130904,2.5149000000000000
CA-2018-158099,-807.7770000000000000
CA-2019-106691,-1.9344000000000000
CA-2019-162880,1.3978000000000000
CA-2019-146367,-5.6406000000000000
CA-2019-126928,235.1340000000000000
CA-2018-105207,355.7730000000000000
CA-2019-162572,36.9162000000000000
CA-2017-165813,2.5641000000000000
CA-2017-145758,269.3080000000000000
CA-2018-100083,7.7450000000000000
CA-2016-165379,8.1138000000000000
CA-2016-106719,2.6936000000000000
US-2019-146878,-8.6058000000000000
CA-2017-152611,74.5654000000000000
CA-2019-169439,-5.2024000000000000
CA-2018-123617,-5.6994000000000000
CA-2016-153969,110.4268000000000000
CA-2018-100244,175.6262000000000000
CA-2019-114552,4.1448000000000000
CA-2019-163531,67.1916000000000000
CA-2018-132731,49.3164000000000000
CA-2018-151155,14.3178000000000000
CA-2016-165428,4.8672000000000000
CA-2019-134796,16.7040000000000000
US-2017-132836,290.6810000000000000
CA-2018-136595,-11.6622000000000000
CA-2018-128111,10.3168000000000000
CA-2017-135314,40.4973000000000000
CA-2017-125395,8.7990000000000000
CA-2018-146423,29.3724000000000000
CA-2017-124975,-525.6405000000000000
US-2018-123750,-14.7436000000000010
CA-2016-168130,177.4206000000000000
CA-2017-113523,-6.1248000000000000
CA-2017-127607,1.7348000000000000
CA-2016-108707,3.6288000000000000
CA-2017-134943,76.4000000000000000
CA-2017-102281,210.9114000000000000
US-2019-101721,20.5764000000000000
CA-2017-155600,-1053.3600000000000000
CA-2016-126403,543.5698000000000000
CA-2018-137330,20.7480000000000000
US-2017-141684,11.2320000000000000
US-2016-155817,5.0820000000000000
CA-2019-144638,4.2299999999999990
CA-2017-157959,41.0760000000000000
CA-2018-148201,3.1104000000000000
CA-2018-133319,92.2368000000000000
CA-2019-136875,79.8912000000000000
CA-2016-140732,115.3796000000000000
CA-2016-107573,7.6284000000000000
CA-2019-101798,21.4772000000000000
CA-2019-129581,3.8655000000000000
CA-2016-163223,1038.5751000000000000
CA-2017-137925,53.4716000000000000
CA-2018-101343,3.8939999999999900
CA-2019-115364,1.6752000000000000
CA-2018-124051,67.4424000000000000
CA-2016-128055,267.4224000000000000
CA-2019-117653,-67.5435000000000000
CA-2018-164350,8.4449999999999900
CA-2018-168354,757.5610000000000000
US-2018-103646,-206.9232000000000000
CA-2018-167682,146.8280000000000000
CA-2019-153822,17.5114000000000100
CA-2019-101574,4.4352000000000000
CA-2018-108882,260.7060000000000000
CA-2018-152688,160.6086000000000000
CA-2018-102498,21.2280000000000000
CA-2018-115756,129.3967000000000000
CA-2018-116603,13.7880000000000000
US-2016-103338,2.0748000000000000
CA-2017-131597,-8.5067999999999900
CA-2017-144652,5.0596000000000000
CA-2019-130141,-31.4911999999999000
CA-2017-113152,427.5120000000000000
CA-2019-147291,421.0824000000000000
CA-2019-133431,11.2293000000000000
CA-2017-130113,136.5569999999999000
US-2018-101497,9.1056000000000000
CA-2018-144911,85.2980000000000000
CA-2017-144890,4.8804000000000000
CA-2018-144400,21.5910000000000000
CA-2016-160766,1599.6806000000000000
US-2017-106495,-0.7295000000000010
US-2017-125374,-29.2524000000000000
CA-2019-145128,31.5870000000000000
CA-2016-136861,1.9990000000000000
CA-2017-139780,52.3800000000000000
CA-2017-139731,-307.6095000000000000
US-2018-117037,-2.9346000000000000
US-2019-105389,46.1593000000000000
CA-2018-130050,-3.8208000000000000
CA-2018-115588,-5.7480000000000000
CA-2018-159940,-33.0869000000000000
CA-2016-151708,-13.8317000000000100
US-2018-152835,6.2060000000000000
CA-2017-160696,1.1765000000000000
CA-2018-130001,11.3250000000000000
CA-2018-169887,36.0402000000000000
CA-2017-168564,15.8190000000000000
CA-2019-159366,679.9960000000000000
CA-2018-145611,129.7725000000000000
CA-2019-101014,41.4456000000000000
CA-2017-109603,84.0512000000000000
CA-2016-133704,18.4338000000000000
CA-2017-154340,15.7640000000000000
CA-2018-114482,129.1592000000000000
US-2016-103905,-42.5674000000000000
CA-2018-158001,297.6708000000000000
CA-2018-124590,4.5653999999998000
CA-2017-114811,2509.0871000000000000
CA-2016-136399,142.8457999999999000
CA-2019-100426,5.6160000000000000
CA-2018-133669,-47.0304000000000000
CA-2017-153423,456.5880000000000000
CA-2016-165806,78.2361000000000000
CA-2016-135090,24.2190000000000000
CA-2017-157084,641.4690000000000000
CA-2019-136238,5.6112000000000000
CA-2019-154039,-258.4183000000000000
CA-2016-103527,3.4050000000000000
CA-2018-137743,54.9524000000000000
CA-2017-164833,6.5244000000000000
CA-2016-100293,31.8696000000000000
CA-2018-107475,3.4974000000000000
CA-2019-149559,273.8730000000000000
CA-2017-155334,98.7874000000000000
US-2018-120460,-10.1736000000000000
CA-2018-169943,112.7730000000000000
US-2017-150630,-1647.9386000000000100
US-2017-122140,-79.3074000000000070
CA-2019-132234,175.1360000000000000
CA-2019-153227,5.7624000000000000
CA-2019-132262,41.5092000000000000
CA-2018-147256,972.2454000000000000
CA-2019-144827,33.5772000000000000
CA-2016-169019,-3791.1634000000000000
US-2018-127334,-295.9484999999999900
CA-2019-147767,-45.2400000000000000
CA-2017-144274,142.1284000000000000
CA-2017-109862,117.0234000000000000
CA-2016-153808,174.2022000000000000
CA-2019-138870,32.6776000000000000
CA-2017-143147,-113.0912000000000000
CA-2017-107937,106.5408000000000000
US-2018-106677,-15.9920000000000000
CA-2019-146983,757.4112000000000000
CA-2018-112256,10.2258000000000000
CA-2016-141649,59.6556000000000000
CA-2019-166709,5039.9856000000000000
CA-2016-165309,-1340.5041000000000000
CA-2018-154767,175.7344000000000000
CA-2016-145317,-1789.7327000000000000
CA-2019-115546,140.8633000000000000
US-2019-160465,-50.2500000000000000
CA-2017-160794,9.8658000000000000
CA-2018-152072,117.7404000000000000
CA-2016-166884,3.9884000000000000
CA-2016-120670,239.9760000000000000
CA-2019-152786,18.5886000000000000
CA-2019-100111,1571.7963999999999900
US-2018-144211,13.7547000000000000
CA-2018-119823,35.6636000000000000
CA-2016-125997,992.7091999999999000
CA-2018-103947,12.8769000000000000
CA-2017-118444,24.1960000000000000
CA-2018-141180,-5.1760000000000000
CA-2018-111213,312.4121000000000000
CA-2019-148411,-11.1576000000000000
CA-2019-134495,-20.9436000000000000
CA-2017-144806,68.6565999999999900
CA-2018-100153,24.9132000000000000
CA-2017-129854,7.5992000000000000
US-2018-159415,13.8460000000000000
US-2019-153948,83.9592000000000000
CA-2019-157091,31.5870000000000000
CA-2018-123533,16.1579999999999800
CA-2017-155635,23.9169000000000000
CA-2018-101385,6.9552000000000000
CA-2019-157448,28.4592000000000000
CA-2019-168942,50.3658000000000000
CA-2016-154095,169.0512000000000000
CA-2019-145275,6.8724000000000000
CA-2016-167360,43.5981000000000000
CA-2018-167556,155.2339000000000000
CA-2019-126634,39.5640000000000000
CA-2017-109190,172.1543000000000000
CA-2016-164315,341.3824000000000000
CA-2019-124296,300.5338000000000000
CA-2018-106341,0.7152000000000000
CA-2016-159478,5.1816000000000000
CA-2019-111591,24.3169999999999900
CA-2017-156146,-5.3643999999999900
CA-2019-167150,30.1756000000000000
CA-2018-105746,0.0000000000000000
CA-2019-131653,2.4012000000000000
CA-2019-144680,-90.7740000000000000
CA-2018-140081,32.4336000000000000
CA-2018-103163,3.8725000000000000
CA-2019-152205,-1.8585000000000000
CA-2019-123043,9.0204000000000000
CA-2017-109337,197.9888000000000000
CA-2017-169537,3.6000000000000000
US-2017-113593,30.0144000000000000
CA-2018-102134,4.3524000000000000
CA-2016-108189,133.7631999999999990
CA-2019-105809,26.2331000000000000
CA-2016-117429,21.1120000000000000
CA-2016-105172,9.0720000000000000
US-2018-163258,3.9312000000000000
CA-2019-109715,4.9950000000000000
CA-2016-104283,76.1052000000000000
CA-2016-129091,460.3445000000000000
CA-2017-121552,5.4768000000000000
CA-2019-130386,28.2711000000000000
CA-2019-164168,-66.7672000000000150
CA-2018-128923,4.1034000000000010
CA-2017-125178,1.5008000000000000
CA-2019-163139,19.7043000000000200
US-2018-164189,25.1980000000000000
CA-2019-163566,5.3690000000000000
CA-2018-148096,12.0960000000000000
CA-2016-106810,23.3160000000000000
CA-2018-110366,10.3500000000000000
CA-2019-162474,2.5974000000000000
CA-2016-108182,-14.7708000000000000
CA-2016-104829,9.8910000000000000
CA-2016-139857,5.8045000000000000
CA-2019-158344,19.8276000000000000
CA-2018-121356,62.9160000000000000
US-2019-142573,-482.5883000000000000
CA-2018-102792,3.2472000000000000
CA-2017-163055,138.1267999999999990
CA-2017-149972,2.5280000000000000
CA-2018-140501,174.2630000000000000
CA-2017-143364,-200.0000000000000000
CA-2017-141040,314.1048000000000000
CA-2018-119123,19.1940000000000000
CA-2016-111857,22.9877000000000000
CA-2016-167724,3.6018000000000000
CA-2019-124744,262.8752000000000000
CA-2016-123225,46.8264000000000000
CA-2019-115931,26.9093000000000000
CA-2019-157833,17.9592000000000000
CA-2019-164959,4.0749000000000000
US-2019-156356,-56.7858000000000000
CA-2016-114643,4.7916000000000000
CA-2017-132941,49.8082000000000000
CA-2019-143252,33.8443000000000000
CA-2019-147228,61.1602000000000100
CA-2017-119291,113.4179000000000000
CA-2019-102519,75.3001000000000000
CA-2018-126935,3.3544000000000000
